timestamp,service,metric,value
1749154286,a,service_cpu_usage,36.79722368410624
1749154286,a,service_error_count_total,4.0
1749154286,a,service_error_count_created,1.74915326538238e+09
1749154286,a,service_circuit_breaker_state,0.0
1749154286,a,service_health,0.8836000000000002
1749154286,a,service_latency_seconds,0.09587675904753251
1749154286,a,service_memory_bytes,2.309626472311331e+08
1749154291,a,service_cpu_usage,39.7107848355213
1749154291,a,service_error_count_total,4.0
1749154291,a,service_error_count_created,1.74915326538238e+09
1749154291,a,service_circuit_breaker_state,0.0
1749154291,a,service_health,0.8272000000000002
1749154291,a,service_latency_seconds,0.10689007928781534
1749154291,a,service_memory_bytes,1.3244273202450913e+08
1749154296,a,service_cpu_usage,73.39257773302882
1749154296,a,service_error_count_total,4.0
1749154296,a,service_error_count_created,1.74915326538238e+09
1749154296,a,service_circuit_breaker_state,0.0
1749154296,a,service_health,0.7527520000000001
1749154296,a,service_latency_seconds,0.10970039079091279
1749154296,a,service_memory_bytes,3.1241001264381427e+08
1749154301,a,service_cpu_usage,28.411192967390253
1749154301,a,service_error_count_total,4.0
1749154301,a,service_error_count_created,1.74915326538238e+09
1749154301,a,service_circuit_breaker_state,0.0
1749154301,a,service_health,0.9400000000000001
1749154301,a,service_latency_seconds,0.058125650212853014
1749154301,a,service_memory_bytes,1.1451892323738062e+08
1749154306,a,service_cpu_usage,81.06133992547353
1749154306,a,service_error_count_total,4.0
1749154306,a,service_error_count_created,1.74915326538238e+09
1749154306,a,service_circuit_breaker_state,0.0
1749154306,a,service_health,0.6320560000000001
1749154306,a,service_latency_seconds,0.15837713588839317
1749154306,a,service_memory_bytes,3.6678515992411613e+08
1749154311,a,service_cpu_usage,35.74020560790562
1749154311,a,service_error_count_total,5.0
1749154311,a,service_error_count_created,1.74915326538238e+09
1749154311,a,service_circuit_breaker_state,0.0
1749154311,a,service_health,0.6783040000000001
1749154311,a,service_latency_seconds,0.15249618612025775
1749154311,a,service_memory_bytes,4.6374430320804703e+08
1749154316,a,service_cpu_usage,68.75354797163084
1749154316,a,service_error_count_total,5.0
1749154316,a,service_error_count_created,1.74915326538238e+09
1749154316,a,service_circuit_breaker_state,0.0
1749154316,a,service_health,0.7245520000000002
1749154316,a,service_latency_seconds,0.16897526196718507
1749154316,a,service_memory_bytes,4.1695831365603817e+08
1749154321,a,service_cpu_usage,53.78441831872792
1749154321,a,service_error_count_total,5.0
1749154321,a,service_error_count_created,1.74915326538238e+09
1749154321,a,service_circuit_breaker_state,0.0
1749154321,a,service_health,0.7245520000000002
1749154321,a,service_latency_seconds,0.0822394144748026
1749154321,a,service_memory_bytes,5.1637781019488835e+08
1749154326,a,service_cpu_usage,60.92684552838402
1749154326,a,service_error_count_total,5.0
1749154326,a,service_error_count_created,1.74915326538238e+09
1749154326,a,service_circuit_breaker_state,0.0
1749154326,a,service_health,0.8272000000000002
1749154326,a,service_latency_seconds,0.11116688147336332
1749154326,a,service_memory_bytes,3.433920261164187e+08
1749154331,a,service_cpu_usage,43.74680714865693
1749154331,a,service_error_count_total,5.0
1749154331,a,service_error_count_created,1.74915326538238e+09
1749154331,a,service_circuit_breaker_state,0.0
1749154331,a,service_health,0.7708000000000002
1749154331,a,service_latency_seconds,0.1903777734512562
1749154331,a,service_memory_bytes,3.614263078722285e+08
1749154336,a,service_cpu_usage,42.28058955654631
1749154336,a,service_error_count_total,5.0
1749154336,a,service_error_count_created,1.74915326538238e+09
1749154336,a,service_circuit_breaker_state,0.0
1749154336,a,service_health,0.7279360000000002
1749154336,a,service_latency_seconds,0.14541678434026845
1749154336,a,service_memory_bytes,4.405802814785505e+08
1749154341,a,service_cpu_usage,78.92000643461995
1749154341,a,service_error_count_total,5.0
1749154341,a,service_error_count_created,1.74915326538238e+09
1749154341,a,service_circuit_breaker_state,0.0
1749154341,a,service_health,0.8553999999999999
1749154341,a,service_latency_seconds,0.06519099381495383
1749154341,a,service_memory_bytes,2.1237369127868092e+08
1749154286,b,service_cpu_usage,87.38797677748127
1749154286,b,service_error_count_total,6.0
1749154286,b,service_error_count_created,1.749153265363763e+09
1749154286,b,service_circuit_breaker_state,0.0
1749154286,b,service_health,0.6320560000000001
1749154286,b,service_latency_seconds,0.05240088799518159
1749154286,b,service_memory_bytes,4.952739616178217e+08
1749154291,b,service_cpu_usage,15.779364459329575
1749154291,b,service_error_count_total,6.0
1749154291,b,service_error_count_created,1.749153265363763e+09
1749154291,b,service_circuit_breaker_state,0.0
1749154291,b,service_health,0.7279360000000002
1749154291,b,service_latency_seconds,0.14130330227498025
1749154291,b,service_memory_bytes,4.481399629132274e+08
1749154296,b,service_cpu_usage,37.380280462601156
1749154296,b,service_error_count_total,6.0
1749154296,b,service_error_count_created,1.749153265363763e+09
1749154296,b,service_circuit_breaker_state,0.0
1749154296,b,service_health,0.8836000000000002
1749154296,b,service_latency_seconds,0.09542812838863275
1749154296,b,service_memory_bytes,2.6494192350108433e+08
1749154301,b,service_cpu_usage,11.272750226911832
1749154301,b,service_error_count_total,6.0
1749154301,b,service_error_count_created,1.749153265363763e+09
1749154301,b,service_circuit_breaker_state,0.0
1749154301,b,service_health,0.7245520000000002
1749154301,b,service_latency_seconds,0.19743644193091658
1749154301,b,service_memory_bytes,3.729004043407219e+08
1749154306,b,service_cpu_usage,60.373059465577114
1749154306,b,service_error_count_total,6.0
1749154306,b,service_error_count_created,1.749153265363763e+09
1749154306,b,service_circuit_breaker_state,0.0
1749154306,b,service_health,0.7708000000000002
1749154306,b,service_latency_seconds,0.15134299812239496
1749154306,b,service_memory_bytes,1.8940303923602235e+08
1749154311,b,service_cpu_usage,84.71702121892201
1749154311,b,service_error_count_total,6.0
1749154311,b,service_error_count_created,1.749153265363763e+09
1749154311,b,service_circuit_breaker_state,0.0
1749154311,b,service_health,0.678304
1749154311,b,service_latency_seconds,0.141235189907113
1749154311,b,service_memory_bytes,2.417403802640497e+08
1749154316,b,service_cpu_usage,57.3605453661414
1749154316,b,service_error_count_total,6.0
1749154316,b,service_error_count_created,1.749153265363763e+09
1749154316,b,service_circuit_breaker_state,0.0
1749154316,b,service_health,0.6783040000000001
1749154316,b,service_latency_seconds,0.1679099472463363
1749154316,b,service_memory_bytes,4.6066039840404433e+08
1749154321,b,service_cpu_usage,76.94941086967393
1749154321,b,service_error_count_total,6.0
1749154321,b,service_error_count_created,1.749153265363763e+09
1749154321,b,service_circuit_breaker_state,0.0
1749154321,b,service_health,0.6624217600000002
1749154321,b,service_latency_seconds,0.14820394575015805
1749154321,b,service_memory_bytes,4.373565498088953e+08
1749154326,b,service_cpu_usage,82.03381471722798
1749154326,b,service_error_count_total,6.0
1749154326,b,service_error_count_created,1.749153265363763e+09
1749154326,b,service_circuit_breaker_state,0.0
1749154326,b,service_health,0.6320560000000001
1749154326,b,service_latency_seconds,0.15166673392731309
1749154326,b,service_memory_bytes,1.1064844435646063e+08
1749154331,b,service_cpu_usage,77.97215972162041
1749154331,b,service_error_count_total,6.0
1749154331,b,service_error_count_created,1.749153265363763e+09
1749154331,b,service_circuit_breaker_state,0.0
1749154331,b,service_health,0.6624217600000002
1749154331,b,service_latency_seconds,0.14615375160372696
1749154331,b,service_memory_bytes,4.398759553147074e+08
1749154336,b,service_cpu_usage,29.40587303328809
1749154336,b,service_error_count_total,6.0
1749154336,b,service_error_count_created,1.749153265363763e+09
1749154336,b,service_circuit_breaker_state,0.0
1749154336,b,service_health,0.6783040000000001
1749154336,b,service_latency_seconds,0.11825374111860745
1749154336,b,service_memory_bytes,4.921458158309419e+08
