timestamp,service,metric,value,labels
1749161322,a,service_cpu_usage,11.904887718020198,
1749161322,a,service_error_count_total,0.0,
1749161322,a,service_error_count_created,1.749161269592178e+09,
1749161322,a,service_circuit_breaker_state,0.0,
1749161322,a,service_health,1.0,
1749161322,a,service_latency_seconds,0.04801943784439247,
1749161322,a,service_memory_bytes,1.6793227848913723e+08,
1749161327,a,service_cpu_usage,88.3923126282801,
1749161327,a,service_error_count_total,0.0,
1749161327,a,service_error_count_created,1.749161269592178e+09,
1749161327,a,service_circuit_breaker_state,0.0,
1749161327,a,service_health,0.63,
1749161327,a,service_latency_seconds,0.1514161942817797,
1749161327,a,service_memory_bytes,1.2281803959088364e+08,
1749161332,a,service_cpu_usage,96.72300267672561,
1749161332,a,service_error_count_total,1.0,
1749161332,a,service_error_count_created,1.749161269592178e+09,
1749161332,a,service_circuit_breaker_state,0.0,
1749161332,a,service_health,0.63,
1749161332,a,service_latency_seconds,0.19400907849852275,
1749161332,a,service_memory_bytes,1.1721224641324514e+08,
1749161337,a,service_cpu_usage,93.49816474108607,
1749161337,a,service_error_count_total,1.0,
1749161337,a,service_error_count_created,1.749161269592178e+09,
1749161337,a,service_circuit_breaker_state,0.0,
1749161337,a,service_health,0.7,
1749161337,a,service_latency_seconds,0.1380812734752846,
1749161337,a,service_memory_bytes,1.6494041362666246e+08,
1749161342,a,service_cpu_usage,83.22981844168928,
1749161342,a,service_error_count_total,1.0,
1749161342,a,service_error_count_created,1.749161269592178e+09,
1749161342,a,service_circuit_breaker_state,0.0,
1749161342,a,service_health,0.63,
1749161342,a,service_latency_seconds,0.1745049410969717,
1749161342,a,service_memory_bytes,1.309611571966872e+08,
1749161347,a,service_cpu_usage,90.37285021085148,
1749161347,a,service_error_count_total,1.0,
1749161347,a,service_error_count_created,1.749161269592178e+09,
1749161347,a,service_circuit_breaker_state,0.0,
1749161347,a,service_health,0.7,
1749161347,a,service_latency_seconds,0.11655390644738645,
1749161347,a,service_memory_bytes,1.2446246556814419e+08,
1749161353,a,service_cpu_usage,90.4904253776341,
1749161353,a,service_error_count_total,1.0,
1749161353,a,service_error_count_created,1.749161269592178e+09,
1749161353,a,service_circuit_breaker_state,0.0,
1749161353,a,service_health,0.63,
1749161353,a,service_latency_seconds,0.17416488192345073,
1749161353,a,service_memory_bytes,1.9395993497435477e+08,
1749161358,a,service_cpu_usage,17.13909200577085,
1749161358,a,service_error_count_total,1.0,
1749161358,a,service_error_count_created,1.749161269592178e+09,
